partner_id,beneficiary_name,identity_id,region,item_distributed,quantity_allocated
WFP_PARTNER_B,RECIPIENT PROFILE 10592,SOM-ID-10592,Gedo,Rice (MT),471.38
WFP_PARTNER_A,RECIPIENT PROFILE 10535,SOM-ID-10535,Bari,Rice (MT),215.42
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10271,SOM-ID-10271,Lower Shabelle,PlumpyNut (KG),338.17
NGO_COUNCIL,RECIPIENT PROFILE 10074,SOM-ID-10074,Bay,High Energy Biscuits (KG),234.04
WFP_PARTNER_B,HASINA MOHAMED AHMED,SOM-ID-10555,Lower Shabelle,Rice (MT),440.84
WFP_PARTNER_A,RECIPIENT PROFILE 10899,SOM-ID-10899,Bari,High Energy Biscuits (KG),466.56
WFP_PARTNER_B,RECIPIENT PROFILE 10159,SOM-ID-10159,Lower Shabelle,Rice (MT),445.96
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10649,SOM-ID-10649,Lower Shabelle,PlumpyNut (KG),361.63
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10052,SOM-ID-10052,Bari,Water Purification Kits,133.05
WFP_PARTNER_A,RECIPIENT PROFILE 10133,SOM-ID-10133,Gedo,High Energy Biscuits (KG),31.6
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10009,SOM-ID-10009,Bay,Water Purification Kits,280.32
WFP_PARTNER_A,RECIPIENT PROFILE 10596,SOM-ID-10596,Benadir,PlumpyNut (KG),277.34
WFP_PARTNER_B,RECIPIENT PROFILE 10815,SOM-ID-10815,Gedo,PlumpyNut (KG),30.5
WFP_PARTNER_A,RECIPIENT PROFILE 10362,SOM-ID-10362,Lower Shabelle,PlumpyNut (KG),344.21
NGO_COUNCIL,RECIPIENT PROFILE 10166,SOM-ID-10166,Bari,PlumpyNut (KG),463.62
WFP_PARTNER_B,RECIPIENT PROFILE 10801,SOM-ID-10801,Gedo,Rice (MT),97.89
NGO_COUNCIL,RECIPIENT PROFILE 10391,SOM-ID-10391,Bay,High Energy Biscuits (KG),88.01
WFP_PARTNER_A,RECIPIENT PROFILE 10358,SOM-ID-10358,Gedo,PlumpyNut (KG),107.79
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10336,SOM-ID-10336,Bay,PlumpyNut (KG),21.6
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10695,SOM-ID-10695,Benadir,High Energy Biscuits (KG),182.06
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10594,SOM-ID-10594,Benadir,Rice (MT),439.75
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10805,SOM-ID-10805,Benadir,Rice (MT),302.32
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10260,SOM-ID-10260,Gedo,Rice (MT),198.75
WFP_PARTNER_A,RECIPIENT PROFILE 10703,SOM-ID-10703,Gedo,Rice (MT),264.76
WFP_PARTNER_B,RECIPIENT PROFILE 10338,SOM-ID-10338,Lower Shabelle,Water Purification Kits,44.29
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10334,SOM-ID-10334,Benadir,High Energy Biscuits (KG),258.49
NGO_COUNCIL,RECIPIENT PROFILE 10388,SOM-ID-10388,Lower Shabelle,PlumpyNut (KG),104.0
WFP_PARTNER_B,RECIPIENT PROFILE 10311,SOM-ID-10311,Bari,High Energy Biscuits (KG),208.98
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10329,SOM-ID-10329,Bay,Water Purification Kits,395.02
NGO_COUNCIL,RECIPIENT PROFILE 10812,SOM-ID-10812,Gedo,Water Purification Kits,341.06
WFP_PARTNER_B,RECIPIENT PROFILE 10343,SOM-ID-10343,Benadir,High Energy Biscuits (KG),262.57
WFP_PARTNER_A,RECIPIENT PROFILE 10025,SOM-ID-10025,Bay,High Energy Biscuits (KG),120.07
WFP_PARTNER_A,RECIPIENT PROFILE 10466,SOM-ID-10466,Bay,Water Purification Kits,309.52
NGO_COUNCIL,RECIPIENT PROFILE 10409,SOM-ID-10409,Bari,PlumpyNut (KG),361.99
WFP_PARTNER_B,RECIPIENT PROFILE 10906,SOM-ID-10906,Bay,Rice (MT),447.4
WFP_PARTNER_A,RECIPIENT PROFILE 10530,SOM-ID-10530,Gedo,PlumpyNut (KG),96.18
NGO_COUNCIL,RECIPIENT PROFILE 10136,SOM-ID-10136,Benadir,PlumpyNut (KG),459.56
NGO_COUNCIL,RECIPIENT PROFILE 10627,SOM-ID-10627,Bari,High Energy Biscuits (KG),475.52
NGO_COUNCIL,RECIPIENT PROFILE 10486,SOM-ID-10486,Bari,Water Purification Kits,449.63
NGO_COUNCIL,RECIPIENT PROFILE 10796,SOM-ID-10796,Lower Shabelle,PlumpyNut (KG),421.53
NGO_COUNCIL,RECIPIENT PROFILE 10240,SOM-ID-10240,Bay,High Energy Biscuits (KG),225.54
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10154,SOM-ID-10154,Lower Shabelle,High Energy Biscuits (KG),447.58
WFP_PARTNER_B,RECIPIENT PROFILE 10417,SOM-ID-10417,Gedo,PlumpyNut (KG),356.15
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10430,SOM-ID-10430,Bari,Water Purification Kits,213.73
NGO_COUNCIL,RECIPIENT PROFILE 10389,SOM-ID-10389,Bari,Rice (MT),429.8
NGO_COUNCIL,RECIPIENT PROFILE 10913,SOM-ID-10913,Benadir,High Energy Biscuits (KG),156.32
NGO_COUNCIL,RECIPIENT PROFILE 10497,SOM-ID-10497,Bari,PlumpyNut (KG),249.23
WFP_PARTNER_A,RECIPIENT PROFILE 10741,SOM-ID-10741,Gedo,High Energy Biscuits (KG),337.75
WFP_PARTNER_B,RECIPIENT PROFILE 10928,SOM-ID-10928,Gedo,PlumpyNut (KG),490.55
NGO_COUNCIL,RECIPIENT PROFILE 10887,SOM-ID-10887,Bari,Rice (MT),51.13
NGO_COUNCIL,RECIPIENT PROFILE 10465,SOM-ID-10465,Bay,Rice (MT),137.48
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10431,SOM-ID-10431,Lower Shabelle,Water Purification Kits,146.35
WFP_PARTNER_B,RECIPIENT PROFILE 10204,SOM-ID-10204,Benadir,Rice (MT),379.57
WFP_PARTNER_A,RECIPIENT PROFILE 10117,SOM-ID-10117,Bari,PlumpyNut (KG),126.89
WFP_PARTNER_B,RECIPIENT PROFILE 10621,SOM-ID-10621,Gedo,High Energy Biscuits (KG),385.78
WFP_PARTNER_A,RECIPIENT PROFILE 10319,SOM-ID-10319,Bay,High Energy Biscuits (KG),62.97
NGO_COUNCIL,RECIPIENT PROFILE 10642,SOM-ID-10642,Gedo,PlumpyNut (KG),47.24
WFP_PARTNER_B,RECIPIENT PROFILE 10123,SOM-ID-10123,Benadir,High Energy Biscuits (KG),426.64
WFP_PARTNER_A,RECIPIENT PROFILE 10663,SOM-ID-10663,Lower Shabelle,Water Purification Kits,334.15
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10370,SOM-ID-10370,Benadir,Water Purification Kits,412.94
NGO_COUNCIL,RECIPIENT PROFILE 10666,SOM-ID-10666,Bay,Water Purification Kits,96.31
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10606,SOM-ID-10606,Bari,Water Purification Kits,237.79
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10902,SOM-ID-10902,Lower Shabelle,PlumpyNut (KG),417.06
NGO_COUNCIL,RECIPIENT PROFILE 10344,SOM-ID-10344,Bay,Water Purification Kits,289.23
WFP_PARTNER_A,RECIPIENT PROFILE 10816,SOM-ID-10816,Gedo,High Energy Biscuits (KG),99.1
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10282,SOM-ID-10282,Lower Shabelle,High Energy Biscuits (KG),441.36
WFP_PARTNER_A,RECIPIENT PROFILE 10500,SOM-ID-10500,Bari,PlumpyNut (KG),51.95
WFP_PARTNER_B,RECIPIENT PROFILE 10301,SOM-ID-10301,Gedo,Water Purification Kits,229.61
WFP_PARTNER_B,RECIPIENT PROFILE 10484,SOM-ID-10484,Gedo,PlumpyNut (KG),160.04
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10313,SOM-ID-10313,Gedo,High Energy Biscuits (KG),182.39
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10760,SOM-ID-10760,Bay,Rice (MT),363.43
WFP_PARTNER_B,RECIPIENT PROFILE 10603,SOM-ID-10603,Bay,PlumpyNut (KG),371.92
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10566,SOM-ID-10566,Benadir,PlumpyNut (KG),144.41
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10291,SOM-ID-10291,Bay,Water Purification Kits,60.27
NGO_COUNCIL,RECIPIENT PROFILE 10258,SOM-ID-10258,Gedo,Water Purification Kits,176.95
NGO_COUNCIL,RECIPIENT PROFILE 10644,SOM-ID-10644,Benadir,Rice (MT),206.35
WFP_PARTNER_A,RECIPIENT PROFILE 10087,SOM-ID-10087,Bay,PlumpyNut (KG),407.46
WFP_PARTNER_B,RECIPIENT PROFILE 10231,SOM-ID-10231,Benadir,Water Purification Kits,307.1
NGO_COUNCIL,RECIPIENT PROFILE 10439,SOM-ID-10439,Gedo,Water Purification Kits,155.7
WFP_PARTNER_B,RECIPIENT PROFILE 10177,SOM-ID-10177,Bay,High Energy Biscuits (KG),333.61
WFP_PARTNER_A,RECIPIENT PROFILE 10481,SOM-ID-10481,Bay,Rice (MT),210.17
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10880,SOM-ID-10880,Benadir,PlumpyNut (KG),151.17
WFP_PARTNER_B,RECIPIENT PROFILE 10930,SOM-ID-10930,Gedo,Rice (MT),276.84
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10609,SOM-ID-10609,Bay,Rice (MT),39.22
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10412,SOM-ID-10412,Gedo,Rice (MT),239.66
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10910,SOM-ID-10910,Bari,Water Purification Kits,224.5
NGO_COUNCIL,RECIPIENT PROFILE 10690,SOM-ID-10690,Lower Shabelle,High Energy Biscuits (KG),22.67
WFP_PARTNER_A,RECIPIENT PROFILE 10531,SOM-ID-10531,Lower Shabelle,Rice (MT),383.92
NGO_COUNCIL,RECIPIENT PROFILE 10833,SOM-ID-10833,Lower Shabelle,PlumpyNut (KG),498.5
NGO_COUNCIL,RECIPIENT PROFILE 10686,SOM-ID-10686,Benadir,Water Purification Kits,180.5
WFP_PARTNER_A,RECIPIENT PROFILE 10678,SOM-ID-10678,Bay,High Energy Biscuits (KG),211.71
NGO_COUNCIL,RECIPIENT PROFILE 10331,SOM-ID-10331,Bari,Rice (MT),232.86
WFP_PARTNER_A,RECIPIENT PROFILE 10423,SOM-ID-10423,Gedo,Rice (MT),332.25
WFP_PARTNER_A,RECIPIENT PROFILE 10452,SOM-ID-10452,Bay,High Energy Biscuits (KG),315.09
WFP_PARTNER_A,RECIPIENT PROFILE 10448,SOM-ID-10448,Bay,High Energy Biscuits (KG),279.12
NGO_COUNCIL,RECIPIENT PROFILE 10245,SOM-ID-10245,Benadir,Rice (MT),486.84
WFP_PARTNER_B,RECIPIENT PROFILE 10861,SOM-ID-10861,Lower Shabelle,Rice (MT),280.6
WFP_PARTNER_A,RECIPIENT PROFILE 10733,SOM-ID-10733,Gedo,Rice (MT),327.38
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10483,SOM-ID-10483,Bari,High Energy Biscuits (KG),213.59
WFP_PARTNER_B,RECIPIENT PROFILE 10520,SOM-ID-10520,Gedo,PlumpyNut (KG),197.96
WFP_PARTNER_B,RECIPIENT PROFILE 10348,SOM-ID-10348,Benadir,High Energy Biscuits (KG),388.61
NGO_COUNCIL,RECIPIENT PROFILE 10565,SOM-ID-10565,Bay,Water Purification Kits,273.9
NGO_COUNCIL,RECIPIENT PROFILE 10244,SOM-ID-10244,Gedo,High Energy Biscuits (KG),436.1
NGO_COUNCIL,RECIPIENT PROFILE 10722,SOM-ID-10722,Bay,Water Purification Kits,31.39
NGO_COUNCIL,RECIPIENT PROFILE 10514,SOM-ID-10514,Gedo,PlumpyNut (KG),252.71
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10015,SOM-ID-10015,Benadir,Water Purification Kits,58.86
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10872,SOM-ID-10872,Bari,Water Purification Kits,328.42
NGO_COUNCIL,RECIPIENT PROFILE 10070,SOM-ID-10070,Lower Shabelle,Water Purification Kits,437.47
WFP_PARTNER_B,RECIPIENT PROFILE 10100,SOM-ID-10100,Lower Shabelle,PlumpyNut (KG),375.92
WFP_PARTNER_A,RECIPIENT PROFILE 10047,SOM-ID-10047,Gedo,PlumpyNut (KG),350.06
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10250,SOM-ID-10250,Benadir,High Energy Biscuits (KG),185.65
NGO_COUNCIL,RECIPIENT PROFILE 10891,SOM-ID-10891,Bari,PlumpyNut (KG),93.29
NGO_COUNCIL,RECIPIENT PROFILE 10237,SOM-ID-10237,Bari,PlumpyNut (KG),253.86
NGO_COUNCIL,RECIPIENT PROFILE 10823,SOM-ID-10823,Lower Shabelle,Water Purification Kits,135.11
NGO_COUNCIL,RECIPIENT PROFILE 10601,SOM-ID-10601,Lower Shabelle,PlumpyNut (KG),46.19
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10393,SOM-ID-10393,Gedo,High Energy Biscuits (KG),233.85
NGO_COUNCIL,RECIPIENT PROFILE 10302,SOM-ID-10302,Benadir,PlumpyNut (KG),196.87
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10702,SOM-ID-10702,Benadir,Water Purification Kits,144.5
WFP_PARTNER_B,RECIPIENT PROFILE 10256,SOM-ID-10256,Bari,High Energy Biscuits (KG),117.31
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10425,SOM-ID-10425,Bay,Rice (MT),455.72
WFP_PARTNER_B,RECIPIENT PROFILE 10374,SOM-ID-10374,Bay,PlumpyNut (KG),395.39
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10772,SOM-ID-10772,Lower Shabelle,Rice (MT),239.48
WFP_PARTNER_B,RECIPIENT PROFILE 10270,SOM-ID-10270,Gedo,High Energy Biscuits (KG),54.25
WFP_PARTNER_A,RECIPIENT PROFILE 10598,SOM-ID-10598,Gedo,High Energy Biscuits (KG),339.69
NGO_COUNCIL,RECIPIENT PROFILE 10634,SOM-ID-10634,Lower Shabelle,Rice (MT),340.67
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10475,SOM-ID-10475,Bari,PlumpyNut (KG),327.35
NGO_COUNCIL,RECIPIENT PROFILE 10397,SOM-ID-10397,Benadir,Rice (MT),125.05
NGO_COUNCIL,RECIPIENT PROFILE 10286,SOM-ID-10286,Benadir,Water Purification Kits,311.67
WFP_PARTNER_A,RECIPIENT PROFILE 10875,SOM-ID-10875,Lower Shabelle,PlumpyNut (KG),227.26
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10367,SOM-ID-10367,Benadir,High Energy Biscuits (KG),276.79
WFP_PARTNER_A,RECIPIENT PROFILE 10868,SOM-ID-10868,Gedo,High Energy Biscuits (KG),103.01
NGO_COUNCIL,RECIPIENT PROFILE 10021,SOM-ID-10021,Benadir,PlumpyNut (KG),324.44
WFP_PARTNER_A,RECIPIENT PROFILE 10210,SOM-ID-10210,Lower Shabelle,PlumpyNut (KG),494.52
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10129,SOM-ID-10129,Bay,High Energy Biscuits (KG),17.73
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10629,SOM-ID-10629,Bari,Rice (MT),231.48
WFP_PARTNER_A,RECIPIENT PROFILE 10062,SOM-ID-10062,Bari,High Energy Biscuits (KG),234.44
NGO_COUNCIL,RECIPIENT PROFILE 10931,SOM-ID-10931,Gedo,Water Purification Kits,346.19
NGO_COUNCIL,RECIPIENT PROFILE 10873,SOM-ID-10873,Bari,Water Purification Kits,58.6
WFP_PARTNER_B,RECIPIENT PROFILE 10847,SOM-ID-10847,Gedo,Water Purification Kits,445.16
NGO_COUNCIL,RECIPIENT PROFILE 10320,SOM-ID-10320,Gedo,Water Purification Kits,367.51
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10093,SOM-ID-10093,Lower Shabelle,PlumpyNut (KG),346.54
WFP_PARTNER_A,RECIPIENT PROFILE 10831,SOM-ID-10831,Benadir,Water Purification Kits,57.32
WFP_PARTNER_B,RECIPIENT PROFILE 10337,SOM-ID-10337,Bari,Rice (MT),297.37
WFP_PARTNER_A,RECIPIENT PROFILE 10217,SOM-ID-10217,Lower Shabelle,High Energy Biscuits (KG),182.31
WFP_PARTNER_B,RECIPIENT PROFILE 10569,SOM-ID-10569,Gedo,PlumpyNut (KG),425.16
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10865,SOM-ID-10865,Benadir,High Energy Biscuits (KG),291.31
WFP_PARTNER_A,RECIPIENT PROFILE 10780,SOM-ID-10780,Bari,High Energy Biscuits (KG),24.19
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10579,SOM-ID-10579,Lower Shabelle,High Energy Biscuits (KG),12.99
NGO_COUNCIL,RECIPIENT PROFILE 10353,SOM-ID-10353,Gedo,High Energy Biscuits (KG),115.63
NGO_COUNCIL,RECIPIENT PROFILE 10539,SOM-ID-10539,Benadir,High Energy Biscuits (KG),342.33
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10007,SOM-ID-10007,Benadir,PlumpyNut (KG),203.68
WFP_PARTNER_B,RECIPIENT PROFILE 10296,SOM-ID-10296,Lower Shabelle,PlumpyNut (KG),386.0
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10132,SOM-ID-10132,Benadir,Rice (MT),253.72
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10019,SOM-ID-10019,Benadir,Water Purification Kits,432.26
NGO_COUNCIL,RECIPIENT PROFILE 10726,SOM-ID-10726,Benadir,High Energy Biscuits (KG),292.12
NGO_COUNCIL,RECIPIENT PROFILE 10175,SOM-ID-10175,Lower Shabelle,Rice (MT),208.47
NGO_COUNCIL,RECIPIENT PROFILE 10446,SOM-ID-10446,Lower Shabelle,Rice (MT),223.99
NGO_COUNCIL,RECIPIENT PROFILE 10347,SOM-ID-10347,Bari,Rice (MT),203.93
WFP_PARTNER_B,RECIPIENT PROFILE 10543,SOM-ID-10543,Lower Shabelle,PlumpyNut (KG),47.43
WFP_PARTNER_B,RECIPIENT PROFILE 10834,SOM-ID-10834,Lower Shabelle,High Energy Biscuits (KG),366.42
WFP_PARTNER_B,RECIPIENT PROFILE 10616,SOM-ID-10616,Bay,Rice (MT),81.76
NGO_COUNCIL,RECIPIENT PROFILE 10281,SOM-ID-10281,Benadir,Water Purification Kits,226.68
WFP_PARTNER_A,RECIPIENT PROFILE 10058,SOM-ID-10058,Lower Shabelle,Rice (MT),162.1
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10092,SOM-ID-10092,Lower Shabelle,Rice (MT),325.89
NGO_COUNCIL,RECIPIENT PROFILE 10667,SOM-ID-10667,Gedo,Rice (MT),230.37
WFP_PARTNER_B,RECIPIENT PROFILE 10461,SOM-ID-10461,Lower Shabelle,Water Purification Kits,255.67
WFP_PARTNER_A,RECIPIENT PROFILE 10253,SOM-ID-10253,Lower Shabelle,Rice (MT),257.23
NGO_COUNCIL,RECIPIENT PROFILE 10396,SOM-ID-10396,Gedo,PlumpyNut (KG),188.31
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10672,SOM-ID-10672,Benadir,Water Purification Kits,149.23
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10317,SOM-ID-10317,Gedo,PlumpyNut (KG),301.57
NGO_COUNCIL,RECIPIENT PROFILE 10756,SOM-ID-10756,Lower Shabelle,PlumpyNut (KG),338.36
WFP_PARTNER_A,RECIPIENT PROFILE 10219,SOM-ID-10219,Gedo,High Energy Biscuits (KG),18.93
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10079,SOM-ID-10079,Gedo,PlumpyNut (KG),121.01
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10632,SOM-ID-10632,Benadir,Rice (MT),334.35
WFP_PARTNER_B,RECIPIENT PROFILE 10709,SOM-ID-10709,Bari,Water Purification Kits,85.58
WFP_PARTNER_B,RECIPIENT PROFILE 10243,SOM-ID-10243,Gedo,Rice (MT),211.32
NGO_COUNCIL,RECIPIENT PROFILE 10428,SOM-ID-10428,Gedo,High Energy Biscuits (KG),391.28
WFP_PARTNER_B,RECIPIENT PROFILE 10492,SOM-ID-10492,Bay,PlumpyNut (KG),437.77
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10127,SOM-ID-10127,Bari,Rice (MT),358.59
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10150,SOM-ID-10150,Benadir,PlumpyNut (KG),143.67
NGO_COUNCIL,RECIPIENT PROFILE 10027,SOM-ID-10027,Benadir,PlumpyNut (KG),410.18
NGO_COUNCIL,RECIPIENT PROFILE 10083,SOM-ID-10083,Benadir,Water Purification Kits,255.98
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10731,SOM-ID-10731,Bay,Rice (MT),166.16
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10540,SOM-ID-10540,Bay,PlumpyNut (KG),278.91
NGO_COUNCIL,RECIPIENT PROFILE 10511,SOM-ID-10511,Bari,Water Purification Kits,40.78
WFP_PARTNER_A,RECIPIENT PROFILE 10001,SOM-ID-10001,Bari,PlumpyNut (KG),362.09
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10536,SOM-ID-10536,Bay,Water Purification Kits,101.78
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10650,SOM-ID-10650,Benadir,Rice (MT),201.32
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10340,SOM-ID-10340,Bay,Rice (MT),388.04
WFP_PARTNER_B,RECIPIENT PROFILE 10179,SOM-ID-10179,Benadir,High Energy Biscuits (KG),277.55
NGO_COUNCIL,RECIPIENT PROFILE 10907,SOM-ID-10907,Benadir,High Energy Biscuits (KG),108.78
WFP_PARTNER_A,RECIPIENT PROFILE 10556,SOM-ID-10556,Lower Shabelle,High Energy Biscuits (KG),262.54
NGO_COUNCIL,RECIPIENT PROFILE 10365,SOM-ID-10365,Lower Shabelle,Rice (MT),379.11
NGO_COUNCIL,RECIPIENT PROFILE 10708,SOM-ID-10708,Gedo,Water Purification Kits,176.13
NGO_COUNCIL,RECIPIENT PROFILE 10081,SOM-ID-10081,Bari,PlumpyNut (KG),277.28
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10170,SOM-ID-10170,Lower Shabelle,High Energy Biscuits (KG),228.5
